company,loc_city,loc_state,loc_country,rocket,year,status_rocket,mission_success
46,68,6,20,56.5,2014.0,1,1
3,9,7,4,62.0,2014.0,0,0
48,66,5,20,109.0,2014.0,0,1
46,68,6,20,56.5,2014.0,1,1
48,69,6,20,109.0,2014.0,0,1
3,7,7,4,62.0,2014.0,1,1
48,65,6,20,164.0,2014.0,1,1
46,68,6,20,56.5,2014.0,1,1
36,44,32,20,80.0,2014.0,1,1
3,9,7,4,62.0,2014.0,0,1
52,105,18,17,62.0,2014.0,0,1
52,90,18,17,41.8,2014.0,1,1
48,62,5,20,62.0,2014.0,1,1
23,11,21,6,21.0,2014.0,0,1
28,106,36,17,29.0,2014.0,1,1
45,43,11,16,62.0,2014.0,0,1
32,18,28,9,90.0,2014.0,0,1
52,90,18,17,41.8,2014.0,1,1
48,69,6,20,109.0,2014.0,0,1
48,65,6,20,164.0,2014.0,1,1
3,10,7,4,37.0,2014.0,0,1
46,68,6,20,56.5,2014.0,1,1
48,69,6,20,145.0,2014.0,0,1
18,53,17,8,62.0,,0,1
23,11,21,6,31.0,2014.0,0,1
3,9,7,4,62.0,2014.0,0,1
48,66,5,20,109.0,2014.0,0,1
3,7,7,4,200.0,2014.0,0,1
32,18,28,9,90.0,2014.0,0,1
48,65,6,20,164.0,2014.0,1,1
3,7,7,4,200.0,2014.0,0,1
48,69,6,20,109.0,2014.0,0,1
36,44,32,20,80.0,2014.0,1,1
46,68,6,20,56.5,2014.0,1,1
23,81,21,6,47.0,2014.0,0,1
52,110,18,17,62.0,2013.0,0,1
52,90,18,17,41.8,2013.0,1,1
3,9,7,4,62.0,2013.0,0,1
48,66,5,20,120.0,2013.0,0,1
46,68,6,20,56.5,2013.0,1,1
52,90,18,17,41.8,2013.0,1,1
28,106,36,17,29.0,2013.0,1,1
36,45,32,20,40.0,2013.0,0,1
48,69,6,20,109.0,2013.0,0,1
23,11,21,6,31.0,2013.0,0,1
46,71,5,20,56.5,2013.0,1,1
8,0,8,3,62.0,2013.0,1,1
48,69,6,20,140.0,2013.0,0,1
24,49,31,9,62.0,2013.0,1,1
36,44,32,20,80.0,2013.0,1,1
52,90,18,17,41.8,2013.0,1,1
36,45,32,20,55.0,2013.0,0,1
29,111,2,10,62.0,2013.0,0,1
3,7,7,4,200.0,2013.0,0,1
48,75,5,20,350.0,2013.0,0,1
28,106,36,17,29.0,2013.0,1,1
48,65,6,20,62.0,2013.0,1,1
32,19,28,9,112.5,2013.0,1,1
3,7,7,4,200.0,2013.0,0,1
48,69,6,20,153.0,2013.0,0,1
52,115,2,10,65.0,2013.0,0,0
23,11,21,6,31.0,2013.0,0,1
36,125,5,20,40.0,2013.0,0,1
52,97,2,10,62.0,2013.0,1,1
3,9,7,4,62.0,2013.0,0,1
7,119,8,3,62.0,2013.0,0,1
3,7,7,4,62.0,2013.0,1,1
48,65,6,20,62.0,2013.0,1,1
48,69,6,20,109.0,2013.0,0,1
3,10,7,4,37.0,2013.0,0,1
36,44,32,20,80.0,2013.0,1,1
48,69,6,20,109.0,2013.0,0,1
46,68,6,20,59.5,2013.0,1,1
23,11,21,6,21.0,2013.0,0,1
48,66,5,20,109.0,2013.0,0,1
3,7,7,4,200.0,2013.0,0,1
45,43,11,16,62.0,2013.0,0,0
48,69,6,20,109.0,2013.0,0,1
25,20,16,19,62.0,2013.0,1,1
32,18,28,9,90.0,2013.0,0,1
52,90,18,17,41.8,2013.0,1,0
3,7,7,4,200.0,2012.0,0,1
26,53,23,14,62.0,2012.0,0,1
48,69,6,20,120.0,2012.0,0,1
45,43,11,16,62.0,2012.0,0,1
3,9,7,4,80.0,2012.0,0,1
3,7,7,4,200.0,2012.0,0,1
3,9,7,4,62.0,2012.0,0,1
46,68,6,20,59.5,2012.0,1,0
48,65,6,20,164.0,2012.0,1,1
3,7,7,4,200.0,2012.0,0,1
21,12,22,7,62.0,,0,0
48,66,5,20,109.0,2012.0,0,1
23,11,21,6,21.0,2012.0,0,1
48,69,6,20,109.0,2012.0,0,1
45,43,11,16,62.0,2012.0,0,1
3,7,7,4,200.0,2012.0,0,1
52,90,18,17,41.8,2012.0,1,1
32,19,28,9,112.5,2012.0,1,1
3,7,7,4,200.0,2012.0,0,1
48,65,6,20,350.0,2012.0,0,1
48,69,6,20,109.0,2012.0,0,1
7,119,8,3,62.0,2012.0,0,1
36,124,15,20,40.0,2012.0,0,1
45,43,11,16,62.0,2012.0,0,1
21,12,22,7,62.0,,0,0
46,68,6,20,59.5,2012.0,1,1
32,18,28,9,90.0,2012.0,0,1
3,7,7,4,200.0,2012.0,0,1
48,69,6,20,140.0,2012.0,0,1
23,11,21,6,31.0,2012.0,0,1
23,11,21,6,31.0,,0,1
26,53,23,14,62.0,2012.0,0,0
48,75,5,20,62.0,2012.0,1,1
3,7,7,4,62.0,2012.0,1,1
48,69,6,20,153.0,2012.0,0,1
13,10,7,4,37.0,2012.0,0,1
21,12,22,7,62.0,,1,1
48,65,6,20,62.0,2012.0,1,1
3,9,7,4,80.0,2011.0,0,1
32,18,28,9,90.0,2011.0,0,1
48,69,6,20,145.0,2011.0,0,1
42,111,2,10,62.0,2011.0,0,1
7,119,8,3,62.0,2011.0,0,1
48,62,5,20,62.0,2011.0,1,1
